archlexeme	frequency
license	17
lip	17
literature	17
longboat	17
lover	17
mailbox	17
mc	17
meaning	17
misunderstand	17
molecule	17
motivation	17
nestmate	17
nod	17
notify	17
nucleotide	17
originally	17
pakistan	17
permanent	17
pge	17
plane	17
po	17
pregnant	17
proliferation	17
proportion	17
queen	17
quota	17
recommend	17
relax	17
resemble	17
retain	17
semantics	17
sgml	17
shot	17
slam	17
snap	17
solid	17
stability	17
suspend	17
talent	17
thinking	17
threaten	17
throat	17
tiny	17
trace	17
underweight	17
universal	17
upset	17
urban	17
urge	17
va	17
versus	17
victim	17
vital	17
wage	17
willing	17
windows	17
winner	17
ya	17
acquisition	16
amber	16
analyst	16
anger	16
angry	16
antique	16
apologize	16
appeal	16
ballot	16
baseball	16
bellamy	16
ben	16
cabin	16
carboxyl	16
celebrate	16
ch	16
chri	16
clarify	16
clothes	16
cloud	16
coat	16
concrete	16
consist	16
constantly	16
couch	16
crewmember	16
criterion	16
crush	16
currency	16
dam	16
delicate	16
departure	16
depth	16
descend	16
disaster	16
downstream	16
eastern	16
electric	16
employer	16
epa	16
evaluate	16
examination	16
excess	16
expectation	16
exposition	16
exposure	16
filter	16
folder	16
forcruz	16
fri	16
furthermore	16
gambling	16
geek	16
gentleman	16
gray	16
grip	16
hammond	16
hearing	16
heritage	16
hybridization	16
innovative	16
inspire	16
instruct	16
involvement	16
isla	16
jacket	16
janice	16
jew	16
julia	16
kingdom	16
lag	16
lane	16
launch	16
laurence	16
literary	16
maintenance	16
manhattan	16
maximum	16
mercer	16
min	16
mister	16
mistical	16
monitor	16
mound	16
muscle	16
noise	16
nra	16
null	16
ottoman	16
oxygen	16
painting	16
pandas	16
paris	16
passenger	16
pen	16
pizza	16
poison	16
pride	16
primarily	16
prisoner	16
railroad	16
rappaport	16
realm	16
recruit	16
regularly	16
remote	16
render	16
retirement	16
rs	16
sail	16
saxenian	16
scam	16
score	16
scott	16
sector	16
segment	16
shareholder	16
sharp	16
shortly	16
soil	16
spin	16
spinosaur	16
st	16
stack	16
stanford	16
storm	16
stronger	16
substantial	16
successfully	16
tap	16
teaching	16
tone	16
trim	16
unable	16
varsity	16
wade	16
whereas	16
wing	16
abnormality	15
activate	15
ally	15
alongside	15
analyze	15
ascii	15
asian	15
assert	15
assign	15
assumption	15
aug	15
baselevel	15
battle	15
bloody	15
buyer	15
characterize	15
charity	15
classic	15
closely	15
closing	15
colorful	15
comfortable	15
confront	15
conservative	15
council	15
deserve	15
digital	15
discipline	15
discount	15
discourse	15
discovery	15
dish	15
distinct	15
donor	15
ect	15
embrace	15
eric	15
erosion	15
evil	15
exception	15
extensive	15
fairly	15
fat	15
federation	15
fewer	15
fifth	15
foster	15
frankly	15
gehry	15
german	15
greece	15
harvey	15
heck	15
hierarchy	15
holder	15
hurry	15
impression	15
instinct	15
interrupt	15
iphone	15
isn	15
jame	15
jar	15
joy	15
justification	15
kelly	15
loose	15
los	15
mandate	15
mate	15
meaningful	15
moon	15
nato	15
newly	15
ny	15
observation	15
occasionally	15
oct	15
ours	15
ownership	15
pack	15
pagoda	15
pale	15
palestine	15
palestinian	15
palin	15
peninsula	15
percentage	15
persian	15
pheromone	15
pile	15
pistol	15
planning	15
plot	15
poverty	15
precisely	15
preference	15
prevail	15
processing	15
proof	15
psychological	15
ranger	15
rank	15
reject	15
retailer	15
revenue	15
rhythm	15
risky	15
rome	15
sandwich	15
scheme	15
seabass	15
severe	15
shelter	15
smart	15
sooner	15
steady	15
sudden	15
sum	15
supporter	15
susan	15
thu	15
tin	15
tony	15
treasury	15
ultimate	15
upgrade	15
violent	15
voter	15
wanna	15
webmail	15
wipe	15
wisdom	15
worldwide	15
accommodate	14
adam	14
admire	14
advertising	14
affiliate	14
aggradation	14
aggressive	14
alright	14
alter	14
amaze	14
anatrim	14
antibody	14
are	14
arizona	14
astro	14
atm	14
bamboo	14
barely	14
bedroom	14
being	14
beneath	14
blast	14
boot	14
bore	14
bronze	14
bunch	14
button	14
camper	14
canoe	14
carriage	14
causeway	14
chatterbox	14
cheek	14
chilean	14
chuck	14
cloth	14
clothe	14
cnn	14
complicate	14
conformation	14
construct	14
cried	14
cup	14
curious	14
dancing	14
database	14
dawn	14
default	14
deputy	14
developer	14
differently	14
discrimination	14
doc	14
dominate	14
dynasty	14
easter	14
ee	14
embellishment	14
emotion	14
endpoint	14
enforce	14
eq	14
equity	14
fannie	14
farm	14
fifty	14
forty	14
fraud	14
freeze	14
frus	14
gallery	14
gesture	14
gianna	14
govern	14
hallway	14
handful	14
headquarters	14
hire	14
horror	14
hunting	14
hussein	14
ibm	14
icsi	14
illustrate	14
infarction	14
interior	14
intermediate	14
isis	14
jerry	14
jersey	14
joseph	14
lantern	14
latter	14
lawsuit	14
legitimate	14
lo	14
ma'am	14
maine	14
mainly	14
manufacturer	14
medium	14
mere	14
miller	14
mmm	14
moral	14
muscat	14
muskrat	14
negative	14
neil	14
nervous	14
noir	14
obstacle	14
opening	14
overweight	14
oy	14
pacific	14
parse	14
passion	14
petitioner	14
pilot	14
pitch	14
polarization	14
poll	14
pond	14
porch	14
portuguese	14
pour	14
privileged	14
probe	14
proceedings	14
productivity	14
programs	14
psychologist	14
puc	14
punish	14
quit	14
raggett	14
raman	14
recognition	14
refund	14
regime	14
reinforce	14
retrospective	14
rumsfeld	14
sake	14
shine	14
shorten	14
sink	14
spell	14
spending	14
stalk	14
starke	14
stephens	14
stomach	14
sucker	14
suggestion	14
theo	14
thrive	14
throne	14
tight	14
toilet	14
trap	14
tsim	14
tsui	14
turkey	14
twelve	14
twist	14
upper	14
usage	14
utterly	14
victoria	14
violation	14
virus	14
visa	14
wise	14
wouldn	14
zip	14
african	13
agriculture	13
alert	13
anissina	13
arrange	13
arrival	13
arts	13
aside	13
attractive	13
audio	13
badly	13
barrier	13
bias	13
binding	13
blend	13
bond	13
bone	13
boss	13
bud	13
buddhist	13
bureau	13
campbell	13
capability	13
capable	13
careful	13
charle	13
chord	13
christine	13
citizens	13
cliff	13
clip	13
cluster	13
colony	13
columbia	13
communicate	13
communion	13
compromise	13
congressional	13
correctly	13
correspond	13
crown	13
cure	13
demosthene	13
depart	13
dig	13
dispute	13
documentary	13
doesn	13
doorway	13
downtown	13
drain	13
duck	13
edward	13
electronics	13
endanger	13
episode	13
ernst	13
establishment	13
fate	13
fbus	13
fisherman	13
flood	13
font	13
fortune	13
forum	13
fraction	13
fruit	13
fulfill	13
genetic	13
golden	13
google	13
grape	13
guideline	13
guilty	13
habit	13
harvest	13
hk	13
hop	13
html	13
humanitarian	13
hungry	13
hus	13
illness	13
immigration	13
inch	13
incident	13
incorporate	13
innocent	13
interval	13
israeli	13
iv	13
jake	13
jare	13
jazz	13
jcc	13
jordan	13
journey	13
kindly	13
kishori	13
laden	13
lantau	13
lifetime	13
mad	13
mailing	13
marion	13
meat	13
meter	13
midnight	13
modification	13
netscape	13
nico	13
norten	13
notion	13
obama	13
orange	13
ourselves	13
outdoor	13
panic	13
parrot	13
penalty	13
pgi	13
phosphate	13
pink	13
possess	13
pouch	13
professor	13
prosperity	13
protest	13
provider	13
punishment	13
pure	13
racial	13
react	13
regain	13
rehm	13
rely	13
remains	13
remark	13
reminder	13
repair	13
resume	13
rium	13
sanctuary	13
secondly	13
sender	13
significance	13
silently	13
similarly	13
sole	13
spark	13
stephen	13
strand	13
sunrise	13
super	13
surprising	13
survivor	13
suspicious	13
sweep	13
systems	13
tail	13
terrible	13
texa	13
theatre	13
tiffany	13
timer	13
tongue	13
trader	13
trick	13
txa	13
unfold	13
unlikely	13
variation	13
vertical	13
viable	13
weigh	13
whenever	13
width	13
woods	13
worst	13
wright	13
ye	13
yield	13
accurate	12
acre	12
activation	12
adjacent	12
airline	12
algorithm	12
ancestor	12
apology	12
app	12
applicable	12
apr	12
asleep	12
ass	12
assemble	12
assessment	12
athen	12
atmosphere	12
atorvastatin	12
austin	12
automatic	12
braided	12
broadcast	12
broaddrick	12
browser	12
bubble	12
bull	12
cambridge	12
cancer	12
cape	12
cave	12
ceo	12
chatter	12
checking	12
chicken	12
childhood	12
christ	12
cleveland	12
cn	12
coal	12
complain	12
comply	12
composite	12
considerable	12
constitute	12
consult	12
contractor	12
coordinate	12
courage	12
covariate	12
cox	12
creationism	12
cruel	12
dancer	12
darkness	12
degradation	12
democrat	12
democrats	12
detailed	12
detector	12
dialogue	12
digging	12
disability	12
dispatch	12
donate	12
dose	12
dozen	12
ed	12
educational	12
egypt	12
elect	12
emphasis	12
entrance	12
envelope	12
ethical	12
export	12
extraordinary	12
fade	12
faster	12
fedex	12
flag	12
flamingo	12
flexibility	12
flourish	12
following	12
fred	12
ga	12
genuine	12
gland	12
grasp	12
gulf	12
hammer	12
harmonic	12
hesitate	12
homeland	12
hopefully	12
horrible	12
howard	12
hug	12
hut	12
importantly	12
incredible	12
initially	12
insight	12
intent	12
invasion	12
invent	12
ius	12
jacobsen	12
jan	12
jaw	12
julie	12
killing	12
kitsch	12
ladin	12
lebron	12
lender	12
leopard	12
lovinglife	12
merchant	12
mexican	12
mid	12
milk	12
missionary	12
mortality	12
nanowrimo	12
nevertheless	12
nitrogen	12
officially	12
ordinary	12
organ	12
orient	12
orientation	12
palace	12
password	12
pennsylvania	12
perception	12
pirates	12
pose	12
pr	12
practical	12
prc	12
predict	12
prescribe	12
presumably	12
publishing	12
quantity	12
ranch	12
rapid	12
rare	12
rat	12
recapitulation	12
receipt	12
recording	12
renaissance	12
reproduce	12
reset	12
returns	12
roger	12
rub	12
safely	12
santa	12
separation	12
serum	12
seth	12
shit	12
shrink	12
silent	12
sip	12
skirt	12
spec	12
spokesman	12
stab	12
sticker	12
strategic	12
strongest	12
subroutine	12
substantially	12
swear	12
thick	12
thirty	12
townsend	12
trunk	12
ugly	12
unemployment	12
unlock	12
usual	12
valid	12
vary	12
ve	12
viability	12
vibrissa	12
virtually	12
visual	12
wander	12
warner	12
warrant	12
wealthy	12
weick	12
widely	12
yellow	12
yum	12
Two	11
accompany	11
acres	11
administrative	11
adverse	11
advocate	11
affordable	11
alex	11
allowance	11
ampcp	11
anchor	11
angeles	11
angels	11
annoy	11
anticipate	11
athlete	11
attitude	11
automatically	11
awful	11
backyard	11
bat	11
battery	11
beast	11
birth	11
bitter	11
blink	11
bof	11
boost	11
braid	11
burning	11
bury	11
cafe	11
ceiling	11
certainty	11
chai	11
cheer	11
cheney	11
christma	11
circadian	11
civilization	11
clarke	11
collective	11
columbine	11
commerce	11
compensation	11
congressman	11
consensus	11
costa	11
coverage	11
cowboy	11
cram	11
credibility	11
creek	11
crucial	11
dealer	11
diaper	11
disclose	11
dissemination	11
dramatic	11
ease	11
economics	11
egg	11
elegant	11
enclosed	11
endorsement	11
enterprise	11
everyday	11
exceed	11
expire	11
facilitate	11
fancy	11
farther	11
fascinating	11
femme	11
festival	11
fiction	11
flee	11
flu	11
forgive	11
format	11
friendship	11
gailhaguet	11
gasp	11
gathering	11
gaze	11
gently	11
girlfriend	11
got	11
greet	11
hadn	11
hampshire	11
hay	11
hero	11
heterosexual	11
hi	11
highway	11
historian	11
homer	11
horn	11
houston	11
humble	11
identification	11
inconsistent	11
infrastructure	11
intact	11
integral	11
intervene	11
jade	11
jewelry	11
johnson	11
karon	11
ken	11
killer	11
lap	11
laptop	11
lateral	11
lend	11
lifestyle	11
limb	11
lion	11
listening	11
log	11
lone	11
louis	11
loving	11
mac	11
magic	11
magna	11
maldonado	11
mall	11
marshall	11
martin	11
merit	11
mesenchyme	11
microphone	11
miracl	11
mob	11
mood	11
moreover	11
mutual	11
neglect	11
ng	11
niche	11
nickel	11
nigeria	11
nurture	11
occasional	11
occupy	11
ongoing	11
osama	11
outcome	11
outline	11
overhead	11
overseas	11
owen	11
oxford	11
painful	11
pell	11
pend	11
perpetual	11
persistent	11
ph	11
pill	11
pin	11
pipeline	11
pope	11
precede	11
prime	11
productive	11
provision	11
query	11
rabbit	11
rapidly	11
refuge	11
reputation	11
restriction	11
retreat	11
rifle	11
roughly	11
rum	11
safire	11
saint	11
saudus	11
scary	11
scholarship	11
scratch	11
seize	11
server	11
shame	11
silk	11
simultaneously	11
sixty	11
sox	11
spill	11
stain	11
strengthen	11
stress	11
striking	11
stylistic	11
subexpression	11
subsist	11
substitute	11
subtle	11
suite	11
suspect	11
swimming	11
synthetic	11
systemic	11
tai	11
tank	11
teenager	11
thief	11
thomas	11
thyme	11
tiger	11
tightly	11
torpedo	11
tram	11
transportation	11
treaty	11
turtle	11
twin	11
txb	11
undergo	11
underlie	11
unnecessary	11
unstable	11
unsuccessful	11
vault	11
verify	11
vintner	11
wealth	11
whatsoever	11
wholesale	11
williams	11
wrist	11
zoot	11
abbey	10
absolute	10
adaptation	10
adelle	10
affair	10
airborne	10
alike	10
alternate	10
ambassador	10
ambiguity	10
aol	10
arrow	10
artificial	10
atpase	10
await	10
awake	10
bacterium	10
bcc	10
belt	10
bend	10
biosphere	10
blank	10
blip	10
bo	10
boom	10
borrow	10
borrower	10
bowl	10
brace	10
breed	10
britain	10
buddy	10
bugger	10
campus	10
canadian	10
cannon	10
cardiovascular	10
cartoon	10
centre	10
ceremony	10
cheaper	10
christianity	10
civilian	10
coach	10
cock	10
coconut	10
combat	10
component	10
concentrate	10
consciousness	10
conspiracy	10
continuous	10
contrary	10
convenience	10
corresponding	10
counterpart	10
crap	10
creative	10
criticism	10
criticize	10
curve	10
cute	10
deadline	10
deeper	10
delete	10
diego	10
dirty	10
distinctly	10
diverse	10
diversity	10
dolphin	10
dramatically	10
dumb	10
efficiency	10
eh	10
elbow	10
elderly	10
embed	10
endure	10
engineer	10
enhance	10
entitle	10
ethnic	10
evaluation	10
evgfp	10
exhibition	10
exploration	10
extract	10
fifteen	10
finite	10
fishery	10
flame	10
floyd	10
follower	10
footprint	10
frown	10
gang	10
germany	10
goddess	10
going	10
guerrilla	10
halfway	10
heave	10
height	10
herb	10
hereby	10
ho	10
homeless	10
hopeful	10
hou	10
hr	10
humanity	10
humor	10
idiot	10
implication	10
impressive	10
improvement	10
incorrect	10
incubated	10
indiana	10
indicator	10
instant	10
interact	10
investigator	10
irlandesa	10
jerk	10
jr	10
kevin	10
lamp	10
lasting	10
laughter	10
legend	10
legitimacy	10
lending	10
lft	10
linguistic	10
liquid	10
living	10
localize	10
lounge	10
lovely	10
mainland	10
mar	10
marcus	10
mast	10
mayor	10
medal	10
menopause	10
menu	10
metabolite	10
minus	10
mixed	10
ml	10
monastery	10
mutually	10
nail	10
naked	10
nasa	10
naturally	10
negotiation	10
networking	10
neural	10
ninja	10
non	10
nonetheless	10
normally	10
obese	10
obsession	10
opera	10
opposition	10
oral	10
ornament	10
outlook	10
overturn	10
ow	10
paige	10
panama	10
paragraph	10
parser	10
partially	10
pat	10
patent	10
patience	10
patrick	10
penis	10
pentagon	10
personality	10
peru	10
philosophy	10
pianista	10
picturesque	10
pledge	10
poem	10
porcelain	10
praise	10
precedent	10
pregnancy	10
presentation	10
prevalence	10
profession	10
prompt	10
propaganda	10
publicly	10
rarely	10
rating	10
reflection	10
reuters	10
revise	10
rica	10
ridiculous	10
russell	10
safer	10
screw	10
scuttle	10
semiconductor	10
sexuality	10
shark	10
shouldn	10
simon	10
sinuous	10
situate	10
sofa	10
soluble	10
specialized	10
spit	10
stadium	10
stamp	10
stanley	10
statutory	10
stockdale	10
stroke	10
stylish	10
subsequent	10
supreme	10
swap	10
tambala	10
tandem	10
temp	10
tender	10
thoroughly	10
tide	10
tire	10
ton	10
toxic	10
toy	10
treasure	10
tx	10
unlike	10
unlimited	10
uphold	10
usda	10
uswa	10
vegetable	10
veteran	10
viewer	10
waertsilae	10
waist	10
warming	10
waveform	10
weekly	10
wet	10
wherever	10
whip	10
wider	10
willow	10
winery	10
withdraw	10
yuck	10
acceptance	9
achievement	9
adapt	9
additionally	9
adpnp	9
adviser	9
ai	9
alley	9
altar	9
amend	9
announcement	9
anonymous	9
apa	9
ape	9
appreciation	9
ascend	9
attached	9
attain	9
autoimmune	9
ava	9
backwards	9
balanced	9
bankruptcy	9
beta	9
bombing	9
boolean	9
borrowing	9
bow	9
boyle	9
bread	9
breakfast	9
breeze	9
breyer	9
buddha	9
cake	9
canton	9
cart	9
carve	9
ceil	9
characterization	9
chasm	9
chicago	9
chop	9
chronicle	9
claw	9
clinic	9
clutch	9
cohort	9
collaboration	9
collector	9
comic	9
communist	9
composition	9
confirmation	9
constraint	9
consume	9
crab	9
cream	9
creator	9
cultured	9
customize	9
dasovich	9
deduction	9
defer	9
delicious	9
democratic	9
dennett	9
destiny	9
dial	9
directive	9
disappoint	9
disclosure	9
dobbens	9
dock	9
dome	9
downward	9
drift	9
drinking	9
dtv	9
duration	9
eager	9
earning	9
ebay	9
echo	9
ectodermal	9
edition	9
efficacy	9
el	9
eligible	9
essence	9
eva	9
exaggeration	9
excellence	9
exclude	9
explicitly	9
explosion	9
external	9
fatale	9
fbi	9
feminist	9
fence	9
ficlet	9
flesh	9
flip	9
forex	9
founder	9
framework	9
ft	9
gender	9
genius	9
geography	9
georgia	9
ghost	9
glimpse	9
glory	9
glucose	9
goat	9
goodbye	9
gossip	9
gothic	9
grandfather	9
grants	9
greatly	9
gripper	9
grounds	9
guatemala	9
guilder	9
gym	9
haiti	9
haven	9
helicopter	9
hip	9
hiroshima	9
hmmm	9
household	9
humidity	9
imagination	9
inappropriate	9
incidence	9
incredibly	9
independence	9
infinite	9
ink	9
integration	9
integrity	9
italy	9
jungle	9
junior	9
kay	9
kayla	9
kitten	9
lab	9
lecture	9
leech	9
liar	9
lobby	9
logical	9
loop	9
lowest	9
magnitude	9
mandatory	9
mansion	9
mckim	9
measurement	9
mediterranean	9
melatonin	9
merge	9
meridian	9
michelle	9
micro	9
migrate	9
moderate	9
muise	9
myth	9
nations	9
nationwide	9
nerve	9
noon	9
normalization	9
notebook	9
nowhere	9
nsf	9
nut	9
nwf	9
odds	9
op	9
optimistic	9
optimization	9
organise	9
outdoors	9
outfielder	9
overwhelming	9
pa	9
pan	9
pardon	9
participation	9
patch	9
pc	9
peer	9
pentatonic	9
pharyngeal	9
photography	9
plastic	9
politician	9
popularity	9
